iteration,taxid,set,LatestSppName
90,10256,train,Raccoonpox virus
90,129950,train,Bovine mastadenovirus B
90,11216,train,Human respirovirus 3
90,1881950,train,Elapid 1 orthobornavirus
90,42475,test,Rice ragged stunt virus
90,694008,train,Pipistrellus bat coronavirus HKU5
90,3052477,train,Dobrava-Belgrade orthohantavirus
90,3052473,train,Cao Bang orthohantavirus
90,10271,train,Rabbit fibroma virus
90,1159907,train,White-eye coronavirus HKU16
90,3052748,train,Insect shangavirus
90,2170060,train,Zegla orthobunyavirus
90,1678146,train,Orthohepevirus D
90,1679172,train,Chobar Gorge virus
90,3052480,train,Hantaan orthohantavirus
90,1972574,test,Maraba vesiculovirus
90,40067,test,Wad Medani virus
90,226613,train,Reptilian orthoreovirus
90,72149,train,Aichivirus A
90,686985,train,Sapelovirus B
90,59816,train,Yellowtail ascites virus
90,3052474,train,Choclo orthohantavirus
90,335100,train,Rotavirus D
90,273810,train,Eriocheir sinensis reovirus
90,10497,train,African swine fever virus
90,10987,train,Wound tumor virus
90,104395,test,Rabbit picobirnavirus
90,209854,train,Maize fine streak nucleorhabdovirus
90,2560310,train,Avian metaavulavirus 11
90,1972576,test,Chandipura vesiculovirus
90,745716,train,Coffee ringspot dichorhavirus
90,10326,train,Equid alphaherpesvirus 1
90,3052321,train,Okahandja mammarenavirus
90,693998,train,Rhinolophus bat coronavirus HKU2
90,1155188,train,Bovine rhinitis A virus
90,1985698,train,Lettuce big-vein associated varicosavirus
90,2509284,train,Fly wubeivirus
90,10244,train,Monkeypox virus
90,3052516,train,Estero Real orthonairovirus
90,2560602,train,Mumps orthorubulavirus
90,2003499,train,Mischivirus C
90,3052524,train,Keterah orthonairovirus
90,11809,train,Moloney murine sarcoma virus
90,3052718,test,Rodent protoparvovirus 2
90,1002359,train,Drosophila ananassae sigmavirus
90,3052323,train,Paraguayan mammarenavirus
90,1972572,train,Cocal vesiculovirus
90,59509,train,Lumpy skin disease virus
90,3052633,test,Wutai mosquito phasivirus
90,11041,train,Rubella virus
90,64300,train,Modoc virus
90,688436,train,Quaranfil quaranjavirus
90,3052482,train,Kenkeme orthohantavirus
90,3052484,train,Luxi orthohantavirus
90,1972595,train,Kimberley ephemerovirus
90,186805,train,Goatpox virus
90,1978544,train,Oita ledantevirus
90,10276,train,Swinepox virus
90,10317,train,Cercopithecine alphaherpesvirus 2
90,10564,train,Deltapapillomavirus 2
90,3052211,train,Gouleako goukovirus
90,33724,train,Nilaparvata lugens reovirus
90,1335626,train,Middle East respiratory syndrome-related coronavirus
90,3052614,train,Pegivirus K
90,2170030,train,Newbury 1 virus
90,694005,train,Murine coronavirus
90,3052299,train,Brazilian mammarenavirus
90,2040663,train,Enterovirus I
90,1972621,train,Mosqueiro hapavirus
90,1678145,train,Orthohepevirus C
90,3052241,train,Herbert herbevirus
90,3052225,train,Nipah henipavirus
90,694014,train,Avian coronavirus
90,1986959,train,Aichivirus F
90,691956,train,Avihepatovirus A
90,3052618,train,Pestivirus I
90,1980916,train,Piscine novirhabdovirus
90,3052344,train,Cetacean morbillivirus
90,3052595,test,Tuhoko pararubulavirus 2
90,35252,train,Alcelaphine gammaherpesvirus 1
90,341721,train,Aedes pseudoscutellaris reovirus
90,3052763,test,Rice stripe tenuivirus
90,1239566,train,Mamastrovirus 2
90,488317,test,Eggplant mottled dwarf nucleorhabdovirus
90,10345,test,Suid alphaherpesvirus 1
90,3052343,train,Small ruminant morbillivirus
90,114424,train,Ovine mastadenovirus A
90,329862,train,Equine torovirus
90,3052327,train,Solwezi mammarenavirus
90,35244,train,Bovine alphaherpesvirus 5
90,3052325,train,Mobala mammarenavirus
90,1980915,train,Hirame novirhabdovirus
90,2560316,test,Avian metaavulavirus 6
90,33756,test,European brown hare syndrome virus
90,47929,train,Macacine betaherpesvirus 3
90,1239574,train,Mamastrovirus 10
90,2031166,train,Parechovirus D
90,1511776,train,Gallivirus A
90,1972577,train,Indiana vesiculovirus
90,33706,train,Caviid betaherpesvirus 2
90,1987019,train,Ekpoma 2 tibrovirus
90,219584,train,Pike fry sprivivirus
90,3052205,test,Reptilian ferlavirus
90,1986960,train,Ampivirus A
90,3052475,train,Dabieshan orthohantavirus
90,11864,train,Avian leukosis virus
90,205896,test,Cypovirus 2
90,40050,train,African horse sickness virus
90,1985706,train,Strawberry crinkle cytorhabdovirus
90,1972593,train,Bovine fever ephemerovirus
90,246280,train,Liao ning virus
90,1972623,train,Ngaingan hapavirus
90,3052789,train,Thottopalayam thottimvirus
90,40054,train,Epizootic hemorrhagic disease virus
90,390157,train,Senecavirus A
90,237020,train,Porcine torovirus
90,1972613,train,Gray Lodge hapavirus
90,152177,test,Orchid fleck dichorhavirus
90,3052731,train,Murine respirovirus
90,205910,train,Cypovirus 15
90,1298633,train,Aichivirus C
90,55744,train,Equid alphaherpesvirus 9
90,1548720,train,Passeriform 1 orthobornavirus
90,3052472,train,Bruges orthohantavirus
90,40056,train,Eubenangee virus
90,1985699,train,Barley yellow striate mosaic cytorhabdovirus
90,1978533,train,Nkolbisson ledantevirus
90,1511805,train,Rosavirus A
90,1985704,train,Northern cereal mosaic cytorhabdovirus
90,1965074,train,Fathead minnow nidovirus 1
90,1159908,train,Wigeon coronavirus HKU20
90,1987126,train,Hepatovirus E
90,3052610,train,Pegivirus A
90,2560321,train,Avian orthoavulavirus 13
90,340907,train,Papiine alphaherpesvirus 2
90,3052448,train,Tete orthobunyavirus
90,2560326,train,Avian orthoavulavirus 9
90,1803957,train,Parechovirus B
90,47000,train,Equine rhinitis A virus
90,1972569,train,Perinet vesiculovirus
90,3052496,train,Sangassou orthohantavirus
90,1978545,train,Fikirini ledantevirus
90,195059,train,Datura yellow vein nucleorhabdovirus
90,1972622,test,Mossuril hapavirus
90,35243,train,Ateline alphaherpesvirus 1
90,2749935,train,Taro vein chlorosis nucleorhabdovirus
90,10334,train,Felid alphaherpesvirus 1
90,1972683,train,Arboretum almendravirus
90,3052300,train,Cali mammarenavirus
90,3052559,train,Mapuera orthorubulavirus
90,204269,train,Great Island virus
90,40065,train,Chenuda virus
90,1511084,train,Influenza D virus
90,194965,train,Aichivirus B
90,693999,train,Scotophilus bat coronavirus 512
90,10320,train,Bovine alphaherpesvirus 1
90,3052224,train,Mojiang henipavirus
90,1978542,train,Mount Elgon bat ledantevirus
90,1986958,train,Aichivirus E
90,207343,train,Bovine foamy virus
90,99000,train,Tanapox virus
90,1972597,train,Yata ephemerovirus
90,1972571,train,Carajas vesiculovirus
90,1972637,train,Colocasia bobone disease-associated cytorhabdovirus
90,137443,train,Macropodid alphaherpesvirus 1
90,311229,train,Mycoreovirus 3
90,1978540,train,Le Dantec ledantevirus
90,2560340,test,Bat mumps orthorubulavirus
90,10273,train,Myxoma virus
90,1978535,train,Fukuoka ledantevirus
90,195060,train,Potato yellow dwarf nucleorhabdovirus
90,10372,train,Human betaherpesvirus 7
90,1987129,train,Hepatovirus H
90,3052627,train,Badu phasivirus
90,1978543,train,Kumasi ledantevirus
90,3052625,train,Pestivirus C
90,104581,train,St Croix River virus
90,2499620,test,Alphaarterivirus equid
90,130309,train,Human mastadenovirus F
90,39637,train,Equid alphaherpesvirus 8
90,3052223,train,Hendra henipavirus
90,1884453,train,Reptile sunshinevirus 1
90,2499677,train,Kappaarterivirus wobum
90,118140,train,Teschovirus A
90,10990,train,Rice black streaked dwarf virus
90,79891,train,Cervid alphaherpesvirus 1
90,3052599,train,Menangle pararubulavirus
90,56094,train,Aquareovirus A
90,1985696,train,Sena Madureira sripuvirus
90,3052609,train,Pegivirus J
90,1978539,test,Yongjia ledantevirus
90,3052602,test,Tioman pararubulavirus
90,381543,train,Salmon aquaparamyxovirus
90,10986,train,Rice gall dwarf virus
90,12110,train,Foot-and-mouth disease virus
90,696863,test,Carp sprivivirus
90,28876,train,Rotavirus B
90,1972618,train,Landjia hapavirus
90,10325,train,Macacine alphaherpesvirus 1
90,3052307,train,Guanarito mammarenavirus
90,10385,train,Bovine gammaherpesvirus 4
90,3052221,train,Cedar henipavirus
90,55987,train,Salmon isavirus
90,11307,test,Sonchus yellow net nucleorhabdovirus
90,2502000,train,Thetaarterivirus mikelba 1
90,56144,train,Deltapapillomavirus 3
90,1978546,test,Kolente ledantevirus
90,369960,train,Porcine type-C oncovirus
90,1330068,train,Cadicivirus A
90,337052,train,Deltapapillomavirus 4
90,3052606,test,Pegivirus H
90,205899,train,Cypovirus 5
90,3052767,train,Maize stripe tenuivirus
90,2499930,train,Betaarterivirus chinrav 1
90,57747,train,Aquareovirus B
90,1297661,train,Munia coronavirus HKU13
90,3052620,test,Pestivirus H
90,1972596,train,Koolpinyah ephemerovirus
90,3052243,train,Tai herbevirus
90,3052269,train,Jonchet jonvirus
90,10989,train,Maize rough dwarf virus
90,1914576,train,Limnipivirus C
90,2560309,test,Avian metaavulavirus 10
90,2560320,train,Avian orthoavulavirus 12
90,574549,train,Bulbul coronavirus HKU11
90,28875,train,Rotavirus A
90,205908,train,Cypovirus 14
90,2499621,test,Lambdaarterivirus afriporav
90,46839,train,Colorado tick fever virus
90,3052229,train,Hepacivirus J
90,77763,train,Banna virus
90,181667,train,Lambdapapillomavirus 1
90,1985697,train,Sripur sripuvirus
90,1884878,test,Psittaciform 2 orthobornavirus
90,3052622,train,Pestivirus D
90,202910,train,Bubaline alphaherpesvirus 1
90,38170,train,Avian orthoreovirus
90,77698,train,Fiji disease virus
90,2560293,train,Anativirus A
90,133704,test,Porcine circovirus 1
90,1987124,train,Hepatovirus C
90,129953,train,Bovine mastadenovirus A
90,1985693,train,Almpiwar sripuvirus
90,1965089,train,Coronavirus HKU15
90,12092,test,Hepatovirus A
90,1913643,test,Bat coronavirus CDPHE15
90,1985695,train,Niakha sripuvirus
90,1678143,test,Orthohepevirus A
90,3052236,train,Hepacivirus B
90,694000,test,Miniopterus bat coronavirus 1
90,74501,train,Bovine torovirus
90,1978541,train,Wuhan ledantevirus
90,1897731,train,Aichivirus D
90,1985982,train,Avisivirus B
90,1972586,train,Coastal Plains tibrovirus
90,40059,train,Palyam virus
90,394239,train,Koala retrovirus
90,11234,test,Measles morbillivirus
90,40062,train,Warrego virus
90,1755588,test,Sicinivirus A
90,3052765,train,Iranian wheat stripe tenuivirus
90,75888,test,Baboon orthoreovirus
90,11978,train,Feline calicivirus
90,1985694,train,Chaco sripuvirus
90,185954,train,Mal de Rio Cuarto virus
90,3052227,train,Hepacivirus D
90,145856,train,Human picobirnavirus
90,2170004,train,Megrivirus A
90,1972615,train,Joinjakaka hapavirus
90,1231903,train,Eilat virus
90,2003391,train,Harkavirus A
90,11786,train,Murine leukemia virus
90,694001,train,Miniopterus bat coronavirus HKU8
90,1972587,train,Kotonkan ephemerovirus
90,1821750,train,Cardiovirus B
90,1972589,test,Adelaide River ephemerovirus
90,12064,train,Enterovirus E
90,1914575,train,Limnipivirus B
90,2501965,train,Epsilonarterivirus safriver
90,1985702,train,Lettuce necrotic yellows cytorhabdovirus
90,311228,train,Mycoreovirus 1
90,1972567,train,Yug Bogdanovac vesiculovirus
90,1972686,train,Puerto Almendras almendravirus
90,40061,train,Wallal virus
90,3052611,train,Pegivirus B
90,1985703,test,Lettuce yellow mottle cytorhabdovirus
90,10353,train,Saimiriine alphaherpesvirus 1
90,1972592,test,Obodhiang ephemerovirus
90,2501948,train,Iotaarterivirus kibreg 1
90,3052228,test,Hepacivirus A
90,3052762,train,Rice grassy stunt tenuivirus
90,2083444,train,Aquareovirus E
90,1987013,train,Sweetwater Branch tibrovirus
90,348823,train,Maize Iranian mosaic nucleorhabdovirus
90,1659771,test,Sakobuvirus A
90,185782,train,Aquareovirus C
90,2499685,train,Betaarterivirus suid 2
90,1157337,train,Piscine orthoreovirus
90,2499680,train,Betaarterivirus suid 1
90,10565,train,Deltapapillomavirus 1
90,10995,train,Infectious bursal disease virus
90,11636,train,Reticuloendotheliosis virus
90,2499678,test,Gammaarterivirus lacdeh
90,1170234,train,Feline morbillivirus
90,3052607,train,Pegivirus D
90,1972617,train,La Joya hapavirus
90,1972594,train,Berrimah ephemerovirus
90,519497,train,Southern rice black-streaked dwarf virus
90,118027,train,Nelson Bay orthoreovirus
90,205895,train,Cypovirus 1
90,33708,train,Murid gammaherpesvirus 4
90,3052238,train,Hepacivirus I
90,1511781,train,Oscivirus A
90,1511783,train,Pasivirus A
90,312185,train,Erbovirus A
90,1755590,train,Kunsagivirus A
90,2560313,train,Avian metaavulavirus 2
90,3052226,train,Hepacivirus N
90,1972612,train,Flanders hapavirus
90,3052193,train,Rodent erythroparvovirus 1
90,28295,train,Porcine epidemic diarrhea virus
90,1239438,train,Avastrovirus 2
90,3052234,train,Hepacivirus M
90,1972624,test,Ord River hapavirus
90,2501969,train,Etaarterivirus ugarco 1
90,1972614,test,Hart Park hapavirus
90,3052619,train,Pestivirus A
90,279896,test,Maize mosaic nucleorhabdovirus
90,1094373,train,Drosophila melanogaster sigmavirus
90,2499622,train,Deltaarterivirus hemfev
90,1330066,train,Aquamavirus A
90,1658615,train,Deltaarterivirus pejah
90,2501999,train,Thetaarterivirus kafuba
90,2499932,train,Zetaarterivirus ugarco 1
90,2501964,train,Epsilonarterivirus hemcep
90,1972639,train,Alfalfa dwarf cytorhabdovirus
90,2501947,train,Iotaarterivirus debrazmo
90,1972619,train,Manitoba hapavirus
90,1972584,train,Tibrogargan tibrovirus
90,1972626,train,Wongabel hapavirus
90,1972625,train,Parry Creek hapavirus
90,3052604,test,Pegivirus E
90,1330524,train,Salivirus A
91,337042,train,Alphapapillomavirus 7
91,337049,train,Alphapapillomavirus 11
91,333766,train,Alphapapillomavirus 13
91,64288,train,Royal Farm virus
91,337041,train,Alphapapillomavirus 9
91,147712,train,Rhinovirus B
91,337050,train,Alphapapillomavirus 6
91,333754,train,Alphapapillomavirus 10
91,337044,train,Alphapapillomavirus 5
91,334207,train,Betapapillomavirus 3
91,333924,train,Betapapillomavirus 2
91,37124,train,Chikungunya virus
91,249583,train,Irkut lyssavirus
91,333757,train,Alphapapillomavirus 8
91,64291,train,Israel turkey meningoencephalomyelitis virus
91,59302,test,Ndumu virus
91,1072176,train,Bokeloh bat lyssavirus
91,90961,train,Australian bat lyssavirus
91,237716,train,Khujand lyssavirus
91,44025,train,Koutango virus
91,11292,train,Rabies lyssavirus
91,334204,train,Mupapillomavirus 2
91,64297,train,Uganda S virus
91,337051,train,Betapapillomavirus 1
91,931244,train,Alphapapillomavirus 14
91,59301,train,Mayaro virus
91,38766,train,Lagos bat lyssavirus
91,12538,test,Mokola lyssavirus
91,64319,train,Yaounde virus
91,186541,train,Tai Forest ebolavirus
91,44158,train,Aura virus
91,59563,test,Ilheus virus
91,334208,train,Betapapillomavirus 4
91,11084,train,Tick-borne encephalitis virus
91,211977,train,Aravan lyssavirus
91,334209,test,Betapapillomavirus 5
91,3052426,train,Nyando orthobunyavirus
91,48544,train,Fort Morgan virus
91,64320,test,Zika virus
91,11072,train,Japanese encephalitis virus
91,337043,test,Alphapapillomavirus 4
91,3052637,train,Bujaru phlebovirus
91,57483,train,European bat 2 lyssavirus
91,333926,train,Gammapapillomavirus 1
91,337039,train,Alphapapillomavirus 2
91,130310,train,Human mastadenovirus D
91,337048,train,Alphapapillomavirus 1
91,40004,test,Tyuleniy virus
91,64283,train,Entebbe bat virus
91,59300,train,Getah virus
91,333767,test,Alphapapillomavirus 3
91,12542,train,Omsk hemorrhagic fever virus
91,2083199,test,Mosso das Pedras virus
91,11080,train,Saint Louis encephalitis virus
91,3052386,train,Capim orthobunyavirus
91,64303,train,Aroa virus
91,11036,test,Venezuelan equine encephalitis virus
91,11029,train,Ross River virus
91,11079,train,Murray Valley encephalitis virus
91,186540,train,Sudan ebolavirus
91,565995,test,Bundibugyo ebolavirus
91,44026,test,Sepik virus
91,333930,train,Gammapapillomavirus 4
91,2169701,train,Onyong-nyong virus
91,3052441,train,Simbu orthobunyavirus
91,59305,train,Bebaru virus
91,129954,test,Equine mastadenovirus A
91,11246,train,Bovine orthopneumovirus
91,60876,test,Pixuna virus
91,186538,train,Zaire ebolavirus
91,64293,train,Tembusu virus
91,1330521,train,Enterovirus J
91,3052440,train,Shuni orthobunyavirus
91,11023,train,Middelburg virus
91,130308,train,Human mastadenovirus E
91,57482,test,European bat 1 lyssavirus
91,64280,train,Apoi virus
91,1159195,test,Southern elephant seal virus
91,38767,train,Duvenhage lyssavirus
91,3052304,train,Cupixi mammarenavirus
91,11033,train,Semliki Forest virus
91,64307,train,Gadgets Gully virus
91,11024,train,Highlands J virus
91,138950,train,Enterovirus C
91,332097,train,Rio Negro virus
91,11086,train,Louping ill virus
91,1239570,test,Mamastrovirus 6
91,463676,train,Rhinovirus C
91,2083198,train,Everglades virus
91,3052148,test,Lloviu cuevavirus
91,194440,train,Primate T-lymphotropic virus 1
91,3051976,train,Tellina virus
91,333929,train,Gammapapillomavirus 3
91,64309,train,Jugra virus
91,33743,train,Kyasanur Forest disease virus
91,1440170,train,Madariaga virus
91,11263,train,Murine orthopneumovirus
91,186539,train,Reston ebolavirus
91,129951,train,Human mastadenovirus C
91,11676,train,Human immunodeficiency virus 1
91,11983,train,Norwalk virus
91,334203,train,Mupapillomavirus 1
91,11083,train,Powassan virus
91,64290,train,Bagaza virus
91,1972565,train,Morreton vesiculovirus
91,11085,train,Langat virus
91,64305,train,Cacipacore virus
91,1933185,train,Frijoles phlebovirus
91,11082,train,West Nile virus
91,3052456,train,Wyeomyia orthobunyavirus
91,3052317,train,Machupo mammarenavirus
91,45455,train,Macacine gammaherpesvirus 4
91,3052389,train,Catu orthobunyavirus
91,3052320,train,Mopeia mammarenavirus
91,1933263,train,Bimiti orthobunyavirus
91,3052387,test,Caraparu orthobunyavirus
91,64311,train,Kedougou virus
91,3052679,train,Salehabad phlebovirus
91,35246,train,Cercopithecine alphaherpesvirus 9
91,60879,train,Cabassou virus
91,122291,train,Kappapapillomavirus 1
91,2003652,train,Cosavirus F
91,60877,test,Tonate virus
91,11320,train,Influenza A virus
91,11660,test,Caprine arthritis encephalitis virus
91,1678147,test,Piscihepevirus A
91,64294,train,Yokose virus
91,11002,train,Infectious pancreatic necrosis virus
91,10298,test,Human alphaherpesvirus 1
91,3052384,test,Bwamba orthobunyavirus
91,1972573,train,Isfahan vesiculovirus
91,249584,train,West Caucasian bat lyssavirus
91,3052429,test,Oropouche orthobunyavirus
91,84589,test,Salmon pancreas disease virus
91,1891762,train,Human polyomavirus 1
91,1239565,test,Mamastrovirus 1
91,164416,train,Wesselsbron virus
91,1330491,test,Cosavirus A
91,64310,train,Kadam virus
91,11520,train,Influenza B virus
91,3052045,train,Ungulate bocaparvovirus 1
91,3052608,train,Pegivirus C
91,37296,train,Human gammaherpesvirus 8
91,11250,train,Human orthopneumovirus
91,333928,train,Gammapapillomavirus 2
91,3052561,test,Simian orthorubulavirus
91,3052640,train,Candiru phlebovirus
91,3052308,train,Ippy mammarenavirus
91,183405,train,Rotavirus F
91,310907,test,Enterovirus H
91,2748958,train,Huaiyangshan banyangvirus
91,70796,train,Tremovirus A
91,333931,train,Gammapapillomavirus 5
91,1933178,train,Akabane orthobunyavirus
91,11709,train,Human immunodeficiency virus 2
91,1933189,train,Sandfly fever Naples phlebovirus
91,64296,train,Edge Hill virus
91,746543,train,Shimoni bat lyssavirus
91,2169991,train,Argentinian mammarenavirus
91,138949,test,Enterovirus B
91,3051624,test,Carnivore amdoparvovirus 1
91,138951,train,Enterovirus D
91,1972588,train,Klamath tupavirus
91,3052684,train,Punta Toro phlebovirus
91,1239567,train,Mamastrovirus 3
91,686984,train,Sapelovirus A
91,39720,train,Walleye dermal sarcoma virus
91,3052396,train,Guama orthobunyavirus
91,183407,train,Rotavirus G
91,1972575,train,Piry vesiculovirus
91,3052613,train,Pegivirus I
91,28871,train,Taterapox virus
91,1933180,train,Anopheles A orthobunyavirus
91,3052390,train,California encephalitis orthobunyavirus
91,10359,train,Human betaherpesvirus 5
91,11034,train,Sindbis virus
91,1972579,train,Alagoas vesiculovirus
91,129875,train,Human mastadenovirus A
91,3052493,train,Puumala orthohantavirus
91,2025079,train,Torchivirus A
91,1891754,train,Bos taurus polyomavirus 1
91,3052374,train,Bertioga orthobunyavirus
91,1167696,train,Ikoma lyssavirus
91,11569,train,Thogoto thogotovirus
91,3052600,train,Sosuga pararubulavirus
91,162145,train,Human metapneumovirus
91,11021,train,Eastern equine encephalitis virus
91,3052372,train,Batama orthobunyavirus
91,3052727,train,Rotterdam reptarenavirus
91,129952,train,Bovine mastadenovirus C
91,11089,test,Yellow fever virus
91,3052538,train,Tamdy orthonairovirus
91,1803956,train,Parechovirus A
91,3052328,train,Tacaribe mammarenavirus
91,405554,train,White bream virus
91,2560315,test,Avian metaavulavirus 5
91,64292,train,Ntaya virus
91,3052449,train,Thimiri orthobunyavirus
91,38525,train,Avian metapneumovirus
91,59304,train,Una virus
91,11240,train,Phocine morbillivirus
91,1980456,train,Andes orthohantavirus
91,3052413,train,Madrid orthobunyavirus
91,3052231,train,Hepacivirus K
91,1891729,train,Mesocricetus auratus polyomavirus 1
91,2003650,train,Cosavirus D
91,2170203,test,Western chimpanzee simian foamy virus
91,3052479,train,Fusong orthohantavirus
91,694003,test,Betacoronavirus 1
91,11241,test,Rinderpest morbillivirus
91,11552,train,Influenza C virus
91,188763,train,Panine betaherpesvirus 2
91,10570,train,Alphapapillomavirus 12
91,129726,test,Pseudocowpox virus
91,1933191,train,Uukuniemi phlebovirus
91,10376,train,Human gammaherpesvirus 4
91,3052395,train,Guajara orthobunyavirus
91,11020,train,Barmah Forest virus
91,10258,train,Orf virus
91,3052534,train,Sakhalin orthonairovirus
91,3052676,train,Rift Valley fever phlebovirus
91,240426,train,Squirrelpox virus
91,154334,test,Macacine gammaherpesvirus 5
91,3052338,train,Quezon mobatvirus
91,11901,train,Bovine leukemia virus
91,129728,train,Parapoxvirus of red deer in New Zealand
91,3052485,train,Maporal orthohantavirus
91,3052408,train,Koongol orthobunyavirus
91,50292,train,Cercopithecine betaherpesvirus 5
91,44024,train,Kokobera virus
91,1300113,train,Anguillid perhabdovirus
91,147711,train,Rhinovirus A
91,3052470,train,Bayou orthohantavirus
91,11039,test,Western equine encephalitis virus
91,1891763,train,Human polyomavirus 2
91,3052393,train,Gamboa orthobunyavirus
91,1987125,train,Hepatovirus D
91,3052222,train,Ghanaian bat henipavirus
91,1511892,train,Adeno-associated dependoparvovirus B
91,693997,test,Alphacoronavirus 1
91,2170199,test,Rhesus macaque simian foamy virus
91,334212,train,Pipapillomavirus 1
91,3052499,train,Sin Nombre orthohantavirus
91,290028,train,Human coronavirus HKU1
91,3052418,train,Marituba orthobunyavirus
91,3052428,train,Oriboca orthobunyavirus
91,1239439,train,Avastrovirus 3
91,3052562,train,Porcine orthorubulavirus
91,1239572,train,Mamastrovirus 8
91,38837,train,Banzi virus
91,35612,train,Vesicular exanthema of swine virus
91,1002360,train,Drosophila immigrans sigmavirus
91,2003651,train,Cosavirus E
91,64284,train,Saboya virus
91,3052404,train,Kaeng Khoi orthobunyavirus
91,48543,train,Whataroa virus
91,12730,train,Human respirovirus 1
91,10255,train,Variola virus
91,12637,train,Dengue virus
91,10397,train,Tupaiid betaherpesvirus 1
91,12643,train,Ectromelia virus
91,109270,train,Equine foamy virus
91,306276,train,Yunnan orbivirus
91,2170196,train,Grivet simian foamy virus
91,3052501,train,Thailand orthohantavirus
91,10561,train,Xipapillomavirus 1
91,3052311,train,Latino mammarenavirus
91,3052616,train,Pestivirus E
91,1239569,train,Mamastrovirus 5
91,1821751,train,Cardiovirus C
91,36370,train,Jembrana disease virus
91,1986118,test,Ball python nidovirus 1
91,3052319,train,Merino Walk mammarenavirus
91,3052381,train,Bunyamwera orthobunyavirus
91,1985691,train,Rochambeau curiovirus
91,1330520,test,Enterovirus F
91,11723,train,Simian immunodeficiency virus
91,3052707,test,Carnivore protoparvovirus 1
91,3052593,train,Avian paraavulavirus 4
91,3052723,test,Golden reptarenavirus
91,3052444,train,Tacaiuma orthobunyavirus
91,3052498,train,Seoul orthohantavirus
91,3052518,train,Crimean-Congo hemorrhagic fever orthonairovirus
91,3052724,train,California reptarenavirus
91,11318,train,Dhori thogotovirus
91,1980918,train,Snakehead novirhabdovirus
91,1972568,train,Jurona vesiculovirus
91,194443,train,Primate T-lymphotropic virus 3
91,333919,train,Zetapapillomavirus 1
91,3241440,train,Porcine mastadenovirus C
91,28873,train,Camelpox virus
91,1985689,train,Iriri curiovirus
91,3052313,train,Loei River mammarenavirus
91,3052416,test,Manzanilla orthobunyavirus
91,1965093,train,Hedgehog coronavirus 1
91,3052601,test,Teviot pararubulavirus
91,104580,train,Kadipiro virus
91,3052397,train,Guaroa orthobunyavirus
91,35279,train,Meaban virus
91,3052717,test,Rodent protoparvovirus 1
91,11856,test,Squirrel monkey retrovirus
91,64312,train,Montana myotis leukoencephalitis virus
91,3052483,train,Khabarovsk orthohantavirus
91,694007,test,Tylonycteris bat coronavirus HKU4
91,3052431,train,Patois orthobunyavirus
91,1511891,test,Adeno-associated dependoparvovirus A
91,64299,train,Jutiapa virus
91,3052729,train,Bovine respirovirus 3
91,1891767,train,Macaca mulatta polyomavirus 1
91,3052305,train,Flexal mammarenavirus
91,3241441,train,Porcine mastadenovirus A
91,138184,train,Alcelaphine gammaherpesvirus 2
91,11757,train,Mouse mammary tumor virus
91,64295,test,Bouboui virus
91,3052342,train,Canine morbillivirus
91,40051,train,Bluetongue virus
91,106966,train,Enterovirus G
91,3052505,train,Marburg marburgvirus
91,3052476,train,Cano Delgadito orthohantavirus
91,47418,train,Phocid alphaherpesvirus 1
91,1987128,test,Hepatovirus G
91,201490,train,Equine encephalosis virus
91,10310,train,Human alphaherpesvirus 2
91,3052510,train,Hughes orthonairovirus
91,106331,train,Callitrichine gammaherpesvirus 3
91,1821749,train,Cardiovirus A
91,3052401,train,Kairi orthobunyavirus
91,3052296,train,Serra do Navio mammarenavirus
91,3052471,train,Bowe orthohantavirus
91,60875,train,Mucambo virus
91,12804,train,Puma lentivirus
91,1978537,train,Kern Canyon ledantevirus
91,3052315,train,Luna mammarenavirus
91,1159902,train,Common moorhen coronavirus HKU21
91,35258,train,Lambdapapillomavirus 2
91,2560317,train,Avian metaavulavirus 7
91,1159904,train,Night heron coronavirus HKU19
91,10398,train,Ovine gammaherpesvirus 2
91,129727,train,Bovine papular stomatitis virus
91,3052302,train,Chapare mammarenavirus
91,1978536,train,Nishimuro ledantevirus
91,1972580,train,Tupaia tupavirus
91,3052303,train,Lymphocytic choriomeningitis mammarenavirus
91,194441,train,Primate T-lymphotropic virus 2
91,10407,train,Hepatitis B virus
91,1987127,train,Hepatovirus F
91,3052329,train,Tamiami mammarenavirus
91,2003649,train,Cosavirus B
91,11855,train,Mason-Pfizer monkey virus
91,3052631,train,Phasi Charoen-like phasivirus
91,10381,train,Saimiriine gammaherpesvirus 2
91,1548713,train,Psittaciform 1 orthobornavirus
91,3052324,train,Pirital mammarenavirus
91,11976,train,Rabbit hemorrhagic disease virus
91,59380,train,Rice yellow stunt nucleorhabdovirus
91,11970,train,Woolly monkey sarcoma virus
91,82676,test,Omikronpapillomavirus 1
91,28304,train,Murid betaherpesvirus 2
91,1256869,test,Perch perhabdovirus
91,3052519,train,Hazara orthonairovirus
91,1913642,train,Mink coronavirus 1
91,3052212,train,Yichang insect goukovirus
91,2169685,train,Aalivirus A
91,3052235,train,Hepacivirus E
91,3052481,train,Jeju orthohantavirus
91,11840,test,Gibbon ape leukemia virus
91,130499,train,Bovine atadenovirus D
91,3052316,train,Lunk mammarenavirus
91,10243,train,Cowpox virus
91,1348384,train,Rotavirus H
91,3052720,train,Ungulate protoparvovirus 1
91,40060,train,Umatilla virus
91,80341,train,Equid alphaherpesvirus 3
