iteration,taxid,set,latestsppname,LatestSppName
68,3241440,train,Porcine mastadenovirus C,Porcine mastadenovirus C
68,3052562,train,Porcine orthorubulavirus,Porcine orthorubulavirus
68,237020,train,Porcine torovirus,Porcine torovirus
68,369960,train,Porcine type-C oncovirus,Porcine type-C oncovirus
68,1914568,train,Potamipivirus A,Potamipivirus A
68,195060,train,Potato yellow dwarf nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus
68,11083,train,Powassan virus,Powassan virus
68,194440,train,Primate T-lymphotropic virus 1,Primate T-lymphotropic virus 1
68,194441,train,Primate T-lymphotropic virus 2,Primate T-lymphotropic virus 2
68,194443,train,Primate T-lymphotropic virus 3,Primate T-lymphotropic virus 3
68,3052189,train,Primate erythroparvovirus 1,Primate erythroparvovirus 1
68,129726,train,Pseudocowpox virus,Pseudocowpox virus
68,1548713,train,Psittaciform 1 orthobornavirus,Psittaciform 1 orthobornavirus
68,1884878,train,Psittaciform 2 orthobornavirus,Psittaciform 2 orthobornavirus
68,1972686,train,Puerto Almendras almendravirus,Puerto Almendras almendravirus
68,12804,train,Puma lentivirus,Puma lentivirus
68,3052493,train,Puumala orthohantavirus,Puumala orthohantavirus
68,688436,train,Quaranfil quaranjavirus,Quaranfil quaranjavirus
68,10271,train,Rabbit fibroma virus,Rabbit fibroma virus
68,104395,train,Rabbit picobirnavirus,Rabbit picobirnavirus
68,11292,train,Rabies lyssavirus,Rabies lyssavirus
68,1603962,train,Rabovirus A,Rabovirus A
68,1972566,train,Radi vesiculovirus,Radi vesiculovirus
68,3052205,train,Reptilian ferlavirus,Reptilian ferlavirus
68,226613,train,Reptilian orthoreovirus,Reptilian orthoreovirus
68,186539,train,Reston ebolavirus,Reston ebolavirus
68,11636,train,Reticuloendotheliosis virus,Reticuloendotheliosis virus
68,2170199,train,Rhesus macaque simian foamy virus,Rhesus macaque simian foamy virus
68,147711,train,Rhinovirus A,Rhinovirus A
68,147712,train,Rhinovirus B,Rhinovirus B
68,463676,train,Rhinovirus C,Rhinovirus C
68,10991,train,Rice dwarf virus,Rice dwarf virus
68,10986,train,Rice gall dwarf virus,Rice gall dwarf virus
68,3052762,train,Rice grassy stunt tenuivirus,Rice grassy stunt tenuivirus
68,3052764,train,Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus
68,42475,train,Rice ragged stunt virus,Rice ragged stunt virus
68,3052763,train,Rice stripe tenuivirus,Rice stripe tenuivirus
68,3052676,train,Rift Valley fever phlebovirus,Rift Valley fever phlebovirus
68,64285,train,Rio Bravo virus,Rio Bravo virus
68,332097,train,Rio Negro virus,Rio Negro virus
68,1985691,train,Rochambeau curiovirus,Rochambeau curiovirus
68,3052495,train,Rockport orthohantavirus,Rockport orthohantavirus
68,3052193,train,Rodent erythroparvovirus 1,Rodent erythroparvovirus 1
68,3052717,train,Rodent protoparvovirus 1,Rodent protoparvovirus 1
68,28875,train,Rotavirus A,Rotavirus A
68,28876,train,Rotavirus B,Rotavirus B
68,36427,train,Rotavirus C,Rotavirus C
68,335100,train,Rotavirus D,Rotavirus D
68,183405,train,Rotavirus F,Rotavirus F
68,1348384,train,Rotavirus H,Rotavirus H
68,1637496,train,Rotavirus I,Rotavirus I
68,3052727,train,Rotterdam reptarenavirus,Rotterdam reptarenavirus
68,694006,train,Rousettus bat coronavirus HKU9,Rousettus bat coronavirus HKU9
68,64288,train,Royal Farm virus,Royal Farm virus
68,11041,train,Rubella virus,Rubella virus
68,64284,train,Saboya virus,Saboya virus
68,10353,train,Saimiriine alphaherpesvirus 1,Saimiriine alphaherpesvirus 1
68,10381,train,Saimiriine gammaherpesvirus 2,Saimiriine gammaherpesvirus 2
68,3052534,train,Sakhalin orthonairovirus,Sakhalin orthonairovirus
68,1659771,train,Sakobuvirus A,Sakobuvirus A
68,3052679,train,Salehabad phlebovirus,Salehabad phlebovirus
68,1330524,train,Salivirus A,Salivirus A
68,381543,train,Salmon aquaparamyxovirus,Salmon aquaparamyxovirus
68,55987,train,Salmon isavirus,Salmon isavirus
68,1980917,train,Salmonid novirhabdovirus,Salmonid novirhabdovirus
68,1933189,train,Sandfly fever Naples phlebovirus,Sandfly fever Naples phlebovirus
68,3052496,train,Sangassou orthohantavirus,Sangassou orthohantavirus
68,686984,train,Sapelovirus A,Sapelovirus A
68,686985,train,Sapelovirus B,Sapelovirus B
68,40012,train,Saumarez Reef virus,Saumarez Reef virus
68,693999,train,Scotophilus bat coronavirus 512,Scotophilus bat coronavirus 512
68,11033,train,Semliki Forest virus,Semliki Forest virus
68,1985696,train,Sena Madureira sripuvirus,Sena Madureira sripuvirus
68,390157,train,Senecavirus A,Senecavirus A
68,3052498,train,Seoul orthohantavirus,Seoul orthohantavirus
68,3052296,train,Serra do Navio mammarenavirus,Serra do Navio mammarenavirus
68,694009,train,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
68,10266,train,Sheeppox virus,Sheeppox virus
68,746543,train,Shimoni bat lyssavirus,Shimoni bat lyssavirus
68,3052440,train,Shuni orthobunyavirus,Shuni orthobunyavirus
68,3052441,train,Simbu orthobunyavirus,Simbu orthobunyavirus
68,11723,train,Simian immunodeficiency virus,Simian immunodeficiency virus
68,3052561,train,Simian orthorubulavirus,Simian orthorubulavirus
68,11034,train,Sindbis virus,Sindbis virus
68,3052343,train,Small ruminant morbillivirus,Small ruminant morbillivirus
68,1980918,train,Snakehead novirhabdovirus,Snakehead novirhabdovirus
68,3052327,train,Solwezi mammarenavirus,Solwezi mammarenavirus
68,11307,train,Sonchus yellow net nucleorhabdovirus,Sonchus yellow net nucleorhabdovirus
68,3052600,train,Sosuga pararubulavirus,Sosuga pararubulavirus
68,1159195,train,Southern elephant seal virus,Southern elephant seal virus
68,519497,train,Southern rice black-streaked dwarf virus,Southern rice black-streaked dwarf virus
68,11856,train,Squirrel monkey retrovirus,Squirrel monkey retrovirus
68,240426,train,Squirrelpox virus,Squirrelpox virus
68,1985697,train,Sripur sripuvirus,Sripur sripuvirus
68,104581,train,St Croix River virus,St Croix River virus
68,1985706,train,Strawberry crinkle cytorhabdovirus,Strawberry crinkle cytorhabdovirus
68,186540,train,Sudan ebolavirus,Sudan ebolavirus
68,10345,train,Suid alphaherpesvirus 1,Suid alphaherpesvirus 1
68,10276,train,Swinepox virus,Swinepox virus
68,3052328,train,Tacaribe mammarenavirus,Tacaribe mammarenavirus
68,186541,train,Tai Forest ebolavirus,Tai Forest ebolavirus
68,3052243,train,Tai herbevirus,Tai herbevirus
68,3052538,train,Tamdy orthonairovirus,Tamdy orthonairovirus
68,3052329,train,Tamiami mammarenavirus,Tamiami mammarenavirus
68,99000,train,Tanapox virus,Tanapox virus
68,2749935,train,Taro vein chlorosis nucleorhabdovirus,Taro vein chlorosis nucleorhabdovirus
68,28871,train,Taterapox virus,Taterapox virus
68,64293,train,Tembusu virus,Tembusu virus
68,118140,train,Teschovirus A,Teschovirus A
68,3052448,train,Tete orthobunyavirus,Tete orthobunyavirus
68,3052501,train,Thailand orthohantavirus,Thailand orthohantavirus
68,2501999,train,Thetaarterivirus kafuba,Thetaarterivirus kafuba
68,3052537,train,Thiafora orthonairovirus,Thiafora orthonairovirus
68,3052449,train,Thimiri orthobunyavirus,Thimiri orthobunyavirus
68,11569,train,Thogoto thogotovirus,Thogoto thogotovirus
68,3052789,train,Thottopalayam thottimvirus,Thottopalayam thottimvirus
68,1972584,train,Tibrogargan tibrovirus,Tibrogargan tibrovirus
68,11084,train,Tick-borne encephalitis virus,Tick-borne encephalitis virus
68,3052602,train,Tioman pararubulavirus,Tioman pararubulavirus
68,60877,train,Tonate virus,Tonate virus
68,2025079,train,Torchivirus A,Torchivirus A
68,242710,train,Tree shrew mastadenovirus A,Tree shrew mastadenovirus A
68,70796,train,Tremovirus A,Tremovirus A
68,3052596,train,Tuhoko pararubulavirus 1,Tuhoko pararubulavirus 1
68,1972580,train,Tupaia tupavirus,Tupaia tupavirus
68,10397,train,Tupaiid betaherpesvirus 1,Tupaiid betaherpesvirus 1
68,3052452,train,Turlock orthobunyavirus,Turlock orthobunyavirus
68,694007,train,Tylonycteris bat coronavirus HKU4,Tylonycteris bat coronavirus HKU4
68,40004,train,Tyuleniy virus,Tyuleniy virus
68,64297,train,Uganda S virus,Uganda S virus
68,40060,train,Umatilla virus,Umatilla virus
68,3052045,train,Ungulate bocaparvovirus 1,Ungulate bocaparvovirus 1
68,3052720,train,Ungulate protoparvovirus 1,Ungulate protoparvovirus 1
68,1933191,train,Uukuniemi phlebovirus,Uukuniemi phlebovirus
68,10255,train,Variola virus,Variola virus
68,35612,train,Vesicular exanthema of swine virus,Vesicular exanthema of swine virus
68,2169971,train,Visna-maedi virus,Visna-maedi virus
68,28874,train,Volepox virus,Volepox virus
68,40067,train,Wad Medani virus,Wad Medani virus
68,40061,train,Wallal virus,Wallal virus
68,39720,train,Walleye dermal sarcoma virus,Walleye dermal sarcoma virus
68,1548722,train,Waterbird 1 orthobornavirus,Waterbird 1 orthobornavirus
68,3052330,train,Wenzhou mammarenavirus,Wenzhou mammarenavirus
68,164416,train,Wesselsbron virus,Wesselsbron virus
68,11082,train,West Nile virus,West Nile virus
68,2170203,train,Western chimpanzee simian foamy virus,Western chimpanzee simian foamy virus
68,11039,train,Western equine encephalitis virus,Western equine encephalitis virus
68,48543,train,Whataroa virus,Whataroa virus
68,1159907,train,White-eye coronavirus HKU16,White-eye coronavirus HKU16
68,3052331,train,Whitewater Arroyo mammarenavirus,Whitewater Arroyo mammarenavirus
68,1159908,train,Wigeon coronavirus HKU20,Wigeon coronavirus HKU20
68,1972626,train,Wongabel hapavirus,Wongabel hapavirus
68,11970,train,Woolly monkey sarcoma virus,Woolly monkey sarcoma virus
68,10987,train,Wound tumor virus,Wound tumor virus
68,1978541,train,Wuhan ledantevirus,Wuhan ledantevirus
68,3052633,train,Wutai mosquito phasivirus,Wutai mosquito phasivirus
68,3052456,train,Wyeomyia orthobunyavirus,Wyeomyia orthobunyavirus
68,10561,train,Xipapillomavirus 1,Xipapillomavirus 1
68,38804,train,Yaba monkey tumor virus,Yaba monkey tumor virus
68,64319,train,Yaounde virus,Yaounde virus
68,1972597,train,Yata ephemerovirus,Yata ephemerovirus
68,11089,train,Yellow fever virus,Yellow fever virus
68,59816,train,Yellowtail ascites virus,Yellowtail ascites virus
68,3052212,train,Yichang insect goukovirus,Yichang insect goukovirus
68,64294,train,Yokose virus,Yokose virus
68,1978539,train,Yongjia ledantevirus,Yongjia ledantevirus
68,306276,train,Yunnan orbivirus,Yunnan orbivirus
68,186538,train,Zaire ebolavirus,Zaire ebolavirus
68,2170060,train,Zegla orthobunyavirus,Zegla orthobunyavirus
68,2499932,train,Zetaarterivirus ugarco 1,Zetaarterivirus ugarco 1
68,333919,train,Zetapapillomavirus 1,Zetapapillomavirus 1
68,64320,train,Zika virus,Zika virus
69,2169685,test,Aalivirus A,Aalivirus A
69,341721,test,Aedes pseudoscutellaris reovirus,Aedes pseudoscutellaris reovirus
69,10497,test,African swine fever virus,African swine fever virus
69,1933178,test,Akabane orthobunyavirus,Akabane orthobunyavirus
69,10570,test,Alphapapillomavirus 12,Alphapapillomavirus 12
69,337039,test,Alphapapillomavirus 2,Alphapapillomavirus 2
69,333767,test,Alphapapillomavirus 3,Alphapapillomavirus 3
69,337042,test,Alphapapillomavirus 7,Alphapapillomavirus 7
69,1972683,test,Arboretum almendravirus,Arboretum almendravirus
69,2560316,test,Avian metaavulavirus 6,Avian metaavulavirus 6
69,2560317,test,Avian metaavulavirus 7,Avian metaavulavirus 7
69,2560319,test,Avian orthoavulavirus 1,Avian orthoavulavirus 1
69,1511772,test,Avisivirus A,Avisivirus A
69,3052627,test,Badu phasivirus,Badu phasivirus
69,77763,test,Banna virus,Banna virus
69,694003,test,Betacoronavirus 1,Betacoronavirus 1
69,40051,test,Bluetongue virus,Bluetongue virus
69,130499,test,Bovine atadenovirus D,Bovine atadenovirus D
69,129952,test,Bovine mastadenovirus C,Bovine mastadenovirus C
69,3052472,test,Bruges orthohantavirus,Bruges orthohantavirus
69,3052384,test,Bwamba orthobunyavirus,Bwamba orthobunyavirus
69,3052300,test,Cali mammarenavirus,Cali mammarenavirus
69,170325,test,Canid alphaherpesvirus 1,Canid alphaherpesvirus 1
69,3052342,test,Canine morbillivirus,Canine morbillivirus
69,11660,test,Caprine arthritis encephalitis virus,Caprine arthritis encephalitis virus
69,3051624,test,Carnivore amdoparvovirus 1,Carnivore amdoparvovirus 1
69,3052026,test,Carnivore bocaparvovirus 1,Carnivore bocaparvovirus 1
69,3052389,test,Catu orthobunyavirus,Catu orthobunyavirus
69,50292,test,Cercopithecine betaherpesvirus 5,Cercopithecine betaherpesvirus 5
69,3052302,test,Chapare mammarenavirus,Chapare mammarenavirus
69,46839,test,Colorado tick fever virus,Colorado tick fever virus
69,205899,test,Cypovirus 5,Cypovirus 5
69,195059,test,Datura yellow vein nucleorhabdovirus,Datura yellow vein nucleorhabdovirus
69,3052477,test,Dobrava-Belgrade orthohantavirus,Dobrava-Belgrade orthohantavirus
69,48981,test,Drosophila X virus,Drosophila X virus
69,1002360,test,Drosophila immigrans sigmavirus,Drosophila immigrans sigmavirus
69,138950,test,Enterovirus C,Enterovirus C
69,39637,test,Equid alphaherpesvirus 8,Equid alphaherpesvirus 8
69,11665,test,Equine infectious anemia virus,Equine infectious anemia virus
69,312185,test,Erbovirus A,Erbovirus A
69,57483,test,European bat 2 lyssavirus,European bat 2 lyssavirus
69,77698,test,Fiji disease virus,Fiji disease virus
69,1978545,test,Fikirini ledantevirus,Fikirini ledantevirus
69,3052305,test,Flexal mammarenavirus,Flexal mammarenavirus
69,3052306,test,Gairo mammarenavirus,Gairo mammarenavirus
69,1511776,test,Gallivirus A,Gallivirus A
69,3052723,test,Golden reptarenavirus,Golden reptarenavirus
69,1965093,test,Hedgehog coronavirus 1,Hedgehog coronavirus 1
69,3052235,test,Hepacivirus E,Hepacivirus E
69,3052226,test,Hepacivirus N,Hepacivirus N
69,1987123,test,Hepatovirus B,Hepatovirus B
69,1987124,test,Hepatovirus C,Hepatovirus C
69,10310,test,Human alphaherpesvirus 2,Human alphaherpesvirus 2
69,11709,test,Human immunodeficiency virus 2,Human immunodeficiency virus 2
69,130309,test,Human mastadenovirus F,Human mastadenovirus F
69,162145,test,Human metapneumovirus,Human metapneumovirus
69,2560525,test,Human orthorubulavirus 2,Human orthorubulavirus 2
69,2560526,test,Human orthorubulavirus 4,Human orthorubulavirus 4
69,12730,test,Human respirovirus 1,Human respirovirus 1
69,11552,test,Influenza C virus,Influenza C virus
69,2501947,test,Iotaarterivirus debrazmo,Iotaarterivirus debrazmo
69,3052481,test,Jeju orthohantavirus,Jeju orthohantavirus
69,3052269,test,Jonchet jonvirus,Jonchet jonvirus
69,64309,test,Jugra virus,Jugra virus
69,3052482,test,Kenkeme orthohantavirus,Kenkeme orthohantavirus
69,394239,test,Koala retrovirus,Koala retrovirus
69,1978546,test,Kolente ledantevirus,Kolente ledantevirus
69,38766,test,Lagos bat lyssavirus,Lagos bat lyssavirus
69,1978540,test,Le Dantec ledantevirus,Le Dantec ledantevirus
69,1985698,test,Lettuce big-vein associated varicosavirus,Lettuce big-vein associated varicosavirus
69,3052148,test,Lloviu cuevavirus,Lloviu cuevavirus
69,3052303,test,Lymphocytic choriomeningitis mammarenavirus,Lymphocytic choriomeningitis mammarenavirus
69,279896,test,Maize mosaic nucleorhabdovirus,Maize mosaic nucleorhabdovirus
69,3052767,test,Maize stripe tenuivirus,Maize stripe tenuivirus
69,1972570,test,Malpais Spring vesiculovirus,Malpais Spring vesiculovirus
69,1897087,test,Mammalian 2 orthobornavirus,Mammalian 2 orthobornavirus
69,2560580,test,Mammalian orthorubulavirus 5,Mammalian orthorubulavirus 5
69,1972574,test,Maraba vesiculovirus,Maraba vesiculovirus
69,11023,test,Middelburg virus,Middelburg virus
69,694001,test,Miniopterus bat coronavirus HKU8,Miniopterus bat coronavirus HKU8
69,1913642,test,Mink coronavirus 1,Mink coronavirus 1
69,2003499,test,Mischivirus C,Mischivirus C
69,3052325,test,Mobala mammarenavirus,Mobala mammarenavirus
69,10279,test,Molluscum contagiosum virus,Molluscum contagiosum virus
69,10244,test,Monkeypox virus,Monkeypox virus
69,1978542,test,Mount Elgon bat ledantevirus,Mount Elgon bat ledantevirus
69,11757,test,Mouse mammary tumor virus,Mouse mammary tumor virus
69,60875,test,Mucambo virus,Mucambo virus
69,334204,test,Mupapillomavirus 2,Mupapillomavirus 2
69,11786,test,Murine leukemia virus,Murine leukemia virus
69,1891770,test,Mus musculus polyomavirus 2,Mus musculus polyomavirus 2
69,59302,test,Ndumu virus,Ndumu virus
69,118027,test,Nelson Bay orthoreovirus,Nelson Bay orthoreovirus
69,64292,test,Ntaya virus,Ntaya virus
69,1678144,test,Orthohepevirus B,Orthohepevirus B
69,1678145,test,Orthohepevirus C,Orthohepevirus C
69,129728,test,Parapoxvirus of red deer in New Zealand,Parapoxvirus of red deer in New Zealand
69,3052610,test,Pegivirus A,Pegivirus A
69,3052607,test,Pegivirus D,Pegivirus D
69,3052606,test,Pegivirus H,Pegivirus H
69,1256869,test,Perch perhabdovirus,Perch perhabdovirus
69,3052626,test,Pestivirus B,Pestivirus B
69,11240,test,Phocine morbillivirus,Phocine morbillivirus
69,219584,test,Pike fry sprivivirus,Pike fry sprivivirus
69,60876,test,Pixuna virus,Pixuna virus
69,1914568,test,Potamipivirus A,Potamipivirus A
69,10271,test,Rabbit fibroma virus,Rabbit fibroma virus
69,11292,test,Rabies lyssavirus,Rabies lyssavirus
69,1884453,test,Reptile sunshinevirus 1,Reptile sunshinevirus 1
69,10990,test,Rice black streaked dwarf virus,Rice black streaked dwarf virus
69,3052762,test,Rice grassy stunt tenuivirus,Rice grassy stunt tenuivirus
69,3052676,test,Rift Valley fever phlebovirus,Rift Valley fever phlebovirus
69,11080,test,Saint Louis encephalitis virus,Saint Louis encephalitis virus
69,686985,test,Sapelovirus B,Sapelovirus B
69,1985696,test,Sena Madureira sripuvirus,Sena Madureira sripuvirus
69,1159195,test,Southern elephant seal virus,Southern elephant seal virus
69,11856,test,Squirrel monkey retrovirus,Squirrel monkey retrovirus
69,3052601,test,Teviot pararubulavirus,Teviot pararubulavirus
69,2501999,test,Thetaarterivirus kafuba,Thetaarterivirus kafuba
69,1972584,test,Tibrogargan tibrovirus,Tibrogargan tibrovirus
69,3052602,test,Tioman pararubulavirus,Tioman pararubulavirus
69,242710,test,Tree shrew mastadenovirus A,Tree shrew mastadenovirus A
69,70796,test,Tremovirus A,Tremovirus A
69,3052595,test,Tuhoko pararubulavirus 2,Tuhoko pararubulavirus 2
69,39720,test,Walleye dermal sarcoma virus,Walleye dermal sarcoma virus
69,1159908,test,Wigeon coronavirus HKU20,Wigeon coronavirus HKU20
69,64319,test,Yaounde virus,Yaounde virus
69,1978539,test,Yongjia ledantevirus,Yongjia ledantevirus
69,306276,test,Yunnan orbivirus,Yunnan orbivirus
69,333919,test,Zetapapillomavirus 1,Zetapapillomavirus 1
69,2560259,train,Achimota pararubulavirus 1,Achimota pararubulavirus 1
69,2560260,train,Achimota pararubulavirus 2,Achimota pararubulavirus 2
69,1972589,train,Adelaide River ephemerovirus,Adelaide River ephemerovirus
69,1511891,train,Adeno-associated dependoparvovirus A,Adeno-associated dependoparvovirus A
69,1511892,train,Adeno-associated dependoparvovirus B,Adeno-associated dependoparvovirus B
69,40050,train,African horse sickness virus,African horse sickness virus
69,72149,train,Aichivirus A,Aichivirus A
69,194965,train,Aichivirus B,Aichivirus B
69,1298633,train,Aichivirus C,Aichivirus C
69,1897731,train,Aichivirus D,Aichivirus D
69,1986958,train,Aichivirus E,Aichivirus E
69,1986959,train,Aichivirus F,Aichivirus F
69,1972579,train,Alagoas vesiculovirus,Alagoas vesiculovirus
69,1933181,train,Alajuela orthobunyavirus,Alajuela orthobunyavirus
69,35252,train,Alcelaphine gammaherpesvirus 1,Alcelaphine gammaherpesvirus 1
69,138184,train,Alcelaphine gammaherpesvirus 2,Alcelaphine gammaherpesvirus 2
69,1972639,train,Alfalfa dwarf cytorhabdovirus,Alfalfa dwarf cytorhabdovirus
69,144752,train,Allpahuayo mammarenavirus,Allpahuayo mammarenavirus
69,1985693,train,Almpiwar sripuvirus,Almpiwar sripuvirus
69,2499620,train,Alphaarterivirus equid,Alphaarterivirus equid
69,693997,train,Alphacoronavirus 1,Alphacoronavirus 1
69,337048,train,Alphapapillomavirus 1,Alphapapillomavirus 1
69,333754,train,Alphapapillomavirus 10,Alphapapillomavirus 10
69,337049,train,Alphapapillomavirus 11,Alphapapillomavirus 11
69,333766,train,Alphapapillomavirus 13,Alphapapillomavirus 13
69,931244,train,Alphapapillomavirus 14,Alphapapillomavirus 14
69,337043,train,Alphapapillomavirus 4,Alphapapillomavirus 4
69,337044,train,Alphapapillomavirus 5,Alphapapillomavirus 5
69,337050,train,Alphapapillomavirus 6,Alphapapillomavirus 6
69,333757,train,Alphapapillomavirus 8,Alphapapillomavirus 8
69,337041,train,Alphapapillomavirus 9,Alphapapillomavirus 9
69,1972564,train,American bat vesiculovirus,American bat vesiculovirus
69,1986960,train,Ampivirus A,Ampivirus A
69,2560293,train,Anativirus A,Anativirus A
69,1980456,train,Andes orthohantavirus,Andes orthohantavirus
69,1300113,train,Anguillid perhabdovirus,Anguillid perhabdovirus
69,1933180,train,Anopheles A orthobunyavirus,Anopheles A orthobunyavirus
69,64280,train,Apoi virus,Apoi virus
69,1330066,train,Aquamavirus A,Aquamavirus A
69,56094,train,Aquareovirus A,Aquareovirus A
69,57747,train,Aquareovirus B,Aquareovirus B
69,185782,train,Aquareovirus C,Aquareovirus C
69,2083444,train,Aquareovirus E,Aquareovirus E
69,519014,train,Aquareovirus G,Aquareovirus G
69,211977,train,Aravan lyssavirus,Aravan lyssavirus
69,2169991,train,Argentinian mammarenavirus,Argentinian mammarenavirus
69,64303,train,Aroa virus,Aroa virus
69,35243,train,Ateline alphaherpesvirus 1,Ateline alphaherpesvirus 1
69,44158,train,Aura virus,Aura virus
69,90961,train,Australian bat lyssavirus,Australian bat lyssavirus
69,1239437,train,Avastrovirus 1,Avastrovirus 1
69,1239438,train,Avastrovirus 2,Avastrovirus 2
69,1239439,train,Avastrovirus 3,Avastrovirus 3
69,694014,train,Avian coronavirus,Avian coronavirus
69,11864,train,Avian leukosis virus,Avian leukosis virus
69,2560309,train,Avian metaavulavirus 10,Avian metaavulavirus 10
69,2560310,train,Avian metaavulavirus 11,Avian metaavulavirus 11
69,2560313,train,Avian metaavulavirus 2,Avian metaavulavirus 2
69,2560315,train,Avian metaavulavirus 5,Avian metaavulavirus 5
69,2560318,train,Avian metaavulavirus 8,Avian metaavulavirus 8
69,38525,train,Avian metapneumovirus,Avian metapneumovirus
69,2560320,train,Avian orthoavulavirus 12,Avian orthoavulavirus 12
69,2560321,train,Avian orthoavulavirus 13,Avian orthoavulavirus 13
69,2560326,train,Avian orthoavulavirus 9,Avian orthoavulavirus 9
69,38170,train,Avian orthoreovirus,Avian orthoreovirus
69,3052594,train,Avian paraavulavirus 3,Avian paraavulavirus 3
69,3052593,train,Avian paraavulavirus 4,Avian paraavulavirus 4
69,691956,train,Avihepatovirus A,Avihepatovirus A
69,1985982,train,Avisivirus B,Avisivirus B
69,1985983,train,Avisivirus C,Avisivirus C
69,75888,train,Baboon orthoreovirus,Baboon orthoreovirus
69,64290,train,Bagaza virus,Bagaza virus
69,1986118,train,Ball python nidovirus 1,Ball python nidovirus 1
69,38837,train,Banzi virus,Banzi virus
69,1985699,train,Barley yellow striate mosaic cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus
69,11020,train,Barmah Forest virus,Barmah Forest virus
69,1978534,train,Barur ledantevirus,Barur ledantevirus
69,1913643,train,Bat coronavirus CDPHE15,Bat coronavirus CDPHE15
69,1244203,train,Bat coronavirus HKU10,Bat coronavirus HKU10
69,2560340,train,Bat mumps orthorubulavirus,Bat mumps orthorubulavirus
69,3052372,train,Batama orthobunyavirus,Batama orthobunyavirus
69,3052470,train,Bayou orthohantavirus,Bayou orthohantavirus
69,3052298,train,Bear Canyon mammarenavirus,Bear Canyon mammarenavirus
69,59305,train,Bebaru virus,Bebaru virus
69,694015,train,Beluga whale coronavirus SW1,Beluga whale coronavirus SW1
69,1972594,train,Berrimah ephemerovirus,Berrimah ephemerovirus
69,3052374,train,Bertioga orthobunyavirus,Bertioga orthobunyavirus
69,2499930,train,Betaarterivirus chinrav 1,Betaarterivirus chinrav 1
69,2499680,train,Betaarterivirus suid 1,Betaarterivirus suid 1
69,2499685,train,Betaarterivirus suid 2,Betaarterivirus suid 2
69,337051,train,Betapapillomavirus 1,Betapapillomavirus 1
69,333924,train,Betapapillomavirus 2,Betapapillomavirus 2
69,334207,train,Betapapillomavirus 3,Betapapillomavirus 3
69,334208,train,Betapapillomavirus 4,Betapapillomavirus 4
69,334209,train,Betapapillomavirus 5,Betapapillomavirus 5
69,1933263,train,Bimiti orthobunyavirus,Bimiti orthobunyavirus
69,1072176,train,Bokeloh bat lyssavirus,Bokeloh bat lyssavirus
69,1891754,train,Bos taurus polyomavirus 1,Bos taurus polyomavirus 1
69,64295,train,Bouboui virus,Bouboui virus
69,10320,train,Bovine alphaherpesvirus 1,Bovine alphaherpesvirus 1
69,35244,train,Bovine alphaherpesvirus 5,Bovine alphaherpesvirus 5
69,1972593,train,Bovine fever ephemerovirus,Bovine fever ephemerovirus
69,207343,train,Bovine foamy virus,Bovine foamy virus
69,10385,train,Bovine gammaherpesvirus 4,Bovine gammaherpesvirus 4
69,11657,train,Bovine immunodeficiency virus,Bovine immunodeficiency virus
69,11901,train,Bovine leukemia virus,Bovine leukemia virus
69,129953,train,Bovine mastadenovirus A,Bovine mastadenovirus A
69,129950,train,Bovine mastadenovirus B,Bovine mastadenovirus B
69,1986112,train,Bovine nidovirus 1,Bovine nidovirus 1
69,11246,train,Bovine orthopneumovirus,Bovine orthopneumovirus
69,129727,train,Bovine papular stomatitis virus,Bovine papular stomatitis virus
69,3052729,train,Bovine respirovirus 3,Bovine respirovirus 3
69,1155188,train,Bovine rhinitis A virus,Bovine rhinitis A virus
69,693066,train,Bovine rhinitis B virus,Bovine rhinitis B virus
69,74501,train,Bovine torovirus,Bovine torovirus
69,3052471,train,Bowe orthohantavirus,Bowe orthohantavirus
69,3052299,train,Brazilian mammarenavirus,Brazilian mammarenavirus
69,202910,train,Bubaline alphaherpesvirus 1,Bubaline alphaherpesvirus 1
69,3052637,train,Bujaru phlebovirus,Bujaru phlebovirus
69,574549,train,Bulbul coronavirus HKU11,Bulbul coronavirus HKU11
69,565995,train,Bundibugyo ebolavirus,Bundibugyo ebolavirus
69,3052381,train,Bunyamwera orthobunyavirus,Bunyamwera orthobunyavirus
69,60879,train,Cabassou virus,Cabassou virus
69,64305,train,Cacipacore virus,Cacipacore virus
69,1330068,train,Cadicivirus A,Cadicivirus A
69,3052390,train,California encephalitis orthobunyavirus,California encephalitis orthobunyavirus
69,3052724,train,California reptarenavirus,California reptarenavirus
69,106331,train,Callitrichine gammaherpesvirus 3,Callitrichine gammaherpesvirus 3
69,28873,train,Camelpox virus,Camelpox virus
69,3052640,train,Candiru phlebovirus,Candiru phlebovirus
69,10537,train,Canine mastadenovirus A,Canine mastadenovirus A
69,3052476,train,Cano Delgadito orthohantavirus,Cano Delgadito orthohantavirus
69,3052473,train,Cao Bang orthohantavirus,Cao Bang orthohantavirus
69,3052386,train,Capim orthobunyavirus,Capim orthobunyavirus
69,1972571,train,Carajas vesiculovirus,Carajas vesiculovirus
69,3052387,train,Caraparu orthobunyavirus,Caraparu orthobunyavirus
69,1821749,train,Cardiovirus A,Cardiovirus A
